1627.433333,1030.076753,1,JanusGraph,24.3
51.800000,5.148820,1,PostgreSQL,24.3
9.433333,1.330889,1,TigerGraph,24.3
2316.766667,1432.036064,4,JanusGraph,126.1
114.333333,38.389414,4,PostgreSQL,126.1
21.566667,3.450970,4,TigerGraph,126.1
2824.633333,1111.611024,7,JanusGraph,251.6
175.600000,10.845625,7,PostgreSQL,251.6
39.633333,3.518261,7,TigerGraph,251.6
3806.900000,360.468885,10,JanusGraph,406.7
260.866667,13.436269,10,PostgreSQL,406.7
67.533333,3.910493,10,TigerGraph,406.7
4095.166667,2429.762938,10,JanusGraph,591.9
338.233333,16.485486,10,PostgreSQL,591.9
88.200000,10.551679,10,TigerGraph,591.9
